id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label
19,ElectionWiz,ELECTION ALERT: Conservative candidate Karol Nawrocki wins Polish presidential election,8,178,24,210,"Jun 2, 2025 · 10:04 AM UTC",87,10,
20,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,23,573,79,675,"Jun 3, 2025 · 11:57 AM UTC",162,24,
21,slowotokdzienny,"A powinno, Nawrocki miałby 70% w drugiej turze",0,0,0,0,"Jun 3, 2025 · 12:59 PM UTC",46,8,
22,Baba_Yaga_bummm,O jaaa. Spierdalajo🥰 Dziękujemy Nawrocki. Pizda z Ukrainca 🥳🥳🥳,12,85,123,220,"Jun 3, 2025 · 7:19 AM UTC",62,9,
23,Inevitablewest,"Polish President Nawrocki: ""My Poland is a Poland where instead of migrant integration centres, there’s deportation centres for those who want to destroy our country!"" Poland is in safe hands.",426,11870,907,13203,"Jun 2, 2025 · 5:05 PM UTC",192,30,
24,CilComLFC,"Poland’s new President Karol Nawrocki: - Described as patriotic, pro-Christian and supportive of Donald Trump. - Opposes abortion and same-sex marriage. - Opposes the sexualization of children by LGBT groups. - Plans to build Deportation Centres. Poland has been SAVED!",30,1077,172,1279,"Jun 2, 2025 · 7:48 PM UTC",269,40,
25,Lukasz_Bonzel,Do tej pory Prezydent Karol Nawrocki nie otrzymał gratulacji od,26,1094,96,1216,"Jun 2, 2025 · 3:21 PM UTC",63,10,
26,AdamMoczar,"Polish conservative walks across debate stage to his liberal opponent, places an LGBT flag on his podium and says “Here, here is your flag” This great patriot is Karol Nawrocki, elected president of Poland. 🥳",64,1677,191,1932,"Jun 2, 2025 · 6:49 PM UTC",208,35,
27,ThanhLa25931971,"Người đứng đầu EU Leyen được cho là đang ""hoảng Loạn"" .sau khi, ứng cử viên theo ch/nghĩa d/tộc cánh hữu Karod Nawrocki , giành chiến thắng trong cuộc bầu cử TT Ba Lan. Bà coi ch/thắng của ông là một ""mối đe doạ ""với sự ổn định của liên minh Âu Châu.",0,0,0,0,"Jun 3, 2025 · 1:00 PM UTC",250,53,
28,SkarbimirPieta,Dlaczego Nawrocki w dniu 8.05 jak wyszły syfy nie złożył sprawy w trybie wyborczym??? Miał czas. Miałby czyste konto. Jednak on wie że to wszystko prawda. Myślę że na tym zakończymy dyskusję. Pozdrawiam,0,0,0,0,"Jun 3, 2025 · 1:00 PM UTC",202,33,
29,niezaleznapl,"WŁAŚNIE TERAZ: Pierwsza korespondencja z Zełenskim. Nawrocki podniósł ""zaległe problemy historyczne"". Szczegóły na niezalezna.pl niezalezna.pl/polityka/pierw…",0,1,0,1,"Jun 3, 2025 · 12:50 PM UTC",158,15,
30,latercera,Trump felicita al nacionalista Nawrocki tras su victoria en elecciones presidenciales de Polonia latercera.com/mundo/noticia/…,0,0,0,0,"Jun 3, 2025 · 1:00 PM UTC",126,14,
31,KacprzakAr74464,Ruskim jakość dziwnie podoba się Nawrocki.,0,0,0,0,"Jun 3, 2025 · 12:59 PM UTC",42,6,
32,patgill69033215,Conservative Nawrocki Wins Polish Presidential Election in Major Upset Against Globalist Warsaw Mayor breitbart.com/europe/2025/06… Pro Trump Candidate !,0,0,0,0,"Jun 3, 2025 · 12:59 PM UTC",153,18,
33,AdamMoczar,"Polish conservative walks across debate stage to his liberal opponent, places an LGBT flag on his podium and says “Here, here is your flag” This great patriot is Karol Nawrocki, elected president of Poland. 🥳",64,1678,191,1933,"Jun 2, 2025 · 6:49 PM UTC",208,35,
34,LaurentSegnis,"« Une Europe respectueuse de l’État de droit » : Emmanuel Macron adresse un message clair au nouveau président polonais Le message de Paris à Varsovie est clair. Ce lundi, @EmmanuelMacron et Jean-Noël Barrot ont tous les deux félicité le nouveau président polonais Karl Nawrocki, tout en appelant le dirigeant nationaliste à collaborer avec ses voisins européens dans le respect de l’État de droit. leparisien.fr/international/…",1,46,4,51,"Jun 2, 2025 · 6:36 PM UTC",428,65,
35,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,23,573,79,675,"Jun 3, 2025 · 11:57 AM UTC",162,24,
36,CNEWS,"«Félicitations à la Pologne, vous avez choisi un gagnant !» : Donald Trump salue la victoire du nationaliste Karol Nawrocki à la présidence du pays cnews.fr/monde/2025-06-03/fe…",5,122,9,136,"Jun 3, 2025 · 7:16 AM UTC",177,26,
37,H050322,Pan Jerzy to teraz będzie miał luksus. Pewnie dr Nawrocki weźmie go do Pałacu...,2,35,15,52,"Jun 3, 2025 · 11:00 AM UTC",80,14,
38,cpt_davidov,Karol Nawrocki maczał palce w sprawie Manfrediego i Johnsona,8,358,32,398,"Jun 2, 2025 · 8:31 PM UTC",60,9,
39,Monika_TeoriaZ,"Nie wolno pisać, że Nawrocki jest prezydentem PiS. To jest prezydent PiS i Konfederacji. To ci ludzie upokorzyli Polskę i Polaków na arenie krajowej i międzynarodowej. I przestańmy się bawić w konwenanse!",5,121,6,132,"Jun 3, 2025 · 4:41 AM UTC",204,32,
40,Robert06270082,Nie. On nie robi z siebie idioty. On celowo i świadomie kłamie i manipuluje. I dzięki takiemu jak on oraz bierności służb informacyjnych @KPRM_CIR będzie dalej to robić. To m. in. dzięki niemu wygrał Nawrocki a za chwilę upadnie obecny rząd,0,11,3,14,"Jun 3, 2025 · 10:39 AM UTC",240,41,
41,CilComLFC,"Poland’s new President Karol Nawrocki: - Described as patriotic, pro-Christian and supportive of Donald Trump. - Opposes abortion and same-sex marriage. - Opposes the sexualization of children by LGBT groups. - Plans to build Deportation Centres. Poland has been SAVED!",30,1077,172,1279,"Jun 2, 2025 · 7:48 PM UTC",269,40,
42,Load newest,Brak treści,0,0,0,0,,11,2,
43,WelatInfo,infowelat.com/hilbijartina-p… Namzetê mihefezakar-netewperest Karol Nawrocki di hilbijartina serokatîa Polonyayê de bi ser ket. Serkeftina Nawrocki tirsa restorasyona polîtîk a li Polonyayê xist dilê Yekitîya Ewrûpayê. #Poland #KarolNawrocki #Polonya #Polîtîka,0,0,0,0,"Jun 3, 2025 · 8:48 AM UTC",260,29,
44,rrad907,"PILNE: Nowy prezydent Polski, Karol Nawrocki, domaga się, by Ursula i UE szanowały suwerenność państw europejskich oraz wartości chrześcijańskie. Polska prowadzi z pierwszego szeregu.",0,2,0,2,"Jun 3, 2025 · 12:01 PM UTC",183,24,
45,DolinaRoztoki,Jakby komuś do głowy przychodziły myśli w stylu: dajmy szansę nowemu prezydentowi. Niech dokładnie proprzegląda co jego zaplecze pisało nas w kampanii. #Nawrocki,2,21,5,28,"Jun 3, 2025 · 9:15 AM UTC",161,23,
46,CilComLFC,"Poland’s new President Karol Nawrocki: - Described as patriotic, pro-Christian and supportive of Donald Trump. - Opposes abortion and same-sex marriage. - Opposes the sexualization of children by LGBT groups. - Plans to build Deportation Centres. Poland has been SAVED!",30,1077,172,1279,"Jun 2, 2025 · 7:48 PM UTC",269,40,
47,TELADOIOLANIUS,"Hanno già annullato le elezioni in #Polonia ? Nessun giudice s'è ancora mosso per destituire uno a cui piace lo sport, le donne e Trump? #LaRepubblica l'ha già destituito. #Nawrocki",0,5,1,6,"Jun 3, 2025 · 11:44 AM UTC",181,30,
48,Agniesz99241049,"Nie, to wasi pisali. Jeden nawet napisał że Nawrocki zrobił dawna. Nikt nie uderza w dzieci tylko wy.",0,0,0,0,"Jun 3, 2025 · 12:59 PM UTC",101,18,
49,nawrocki_mati,pisze to alimenciarz xdddd,0,0,0,0,"Jun 3, 2025 · 12:59 PM UTC",26,4,
50,Andruszkiewicz1,"W gminie Kulesze Kościelne w woj. Podlaskim, Karol Nawrocki uzyskał 93% poparcia. Warto brać przykład Podlaskie górą",1,51,30,82,"Jun 3, 2025 · 12:02 PM UTC",116,17,
51,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,23,574,79,676,"Jun 3, 2025 · 11:57 AM UTC",162,24,
52,ToNiePrzejdzie,"Okres pracy Nawrockiego w Grand Hotelu przypada kilka lat później, tj w 2006-2007 r. gdy Nawrocki był na studiach. Ukończył je w 2008. Nawroccy byli więc ze sobą od kilku lat, gdy Karol trudnił się sutenerstwem. Pamiętajmy też że do tej branży nie wchodzi się z ulicy. (2/4",0,5,1,6,"Jun 3, 2025 · 9:57 AM UTC",273,48,
53,JNS_org,", ’ — Poland elected Karol Nawrocki, a right-wing historian who curbed discussions on Polish Holocaust involvement. His presidency could challenge EU & Israel relations and challenge historical narratives. REPORT | Canaan Lidor @hebrish eu1.hubs.ly/H0kG7Xp0 Screenshot",0,0,0,0,"Jun 3, 2025 · 9:30 AM UTC",268,36,
54,pfigueiredo08,"Apesar de toda parcialidade do judiciário, da influência globalista (com direito a dinheiro de Soros, Clinton e Obama), da perseguição política que chegou a botar até padre na cadeia, o candidato da direita Nawrocki foi eleito presidente da Polônia com 50.9% dos votos. É uma das eleições mais importantes da Europa pois é o país no limite do continente, extremamente religioso e fiel da balança da EU. Falarei mais amanhã!",14,1830,125,1969,"Jun 2, 2025 · 1:05 PM UTC",423,70,
55,AdamMoczar,"Polish conservative walks across debate stage to his liberal opponent, places an LGBT flag on his podium and says “Here, here is your flag” This great patriot is Karol Nawrocki, elected president of Poland. 🥳",64,1678,191,1933,"Jun 2, 2025 · 6:49 PM UTC",208,35,
56,CilComLFC,BREAKING: EU chief Ursula von der Leyen is reportedly “panicking” after Poland’s Presidential Election was won by right-wing nationalist candidate Karol Nawrocki. She considers his victory to be a “threat” to the stability of the European Union. Sounds like good news to me!,456,7523,3005,10984,"Jun 2, 2025 · 5:04 PM UTC",274,43,
57,Cenckiewicz,"Pan Prezydent elekt dr Karol Nawrocki @NawrockiKn bez śladu zmęczenia, za to ja odpocząć muszę po tej kampanii :)",10,625,183,818,"Jun 3, 2025 · 7:48 AM UTC",113,19,
58,ElectionWiz,ELECTION ALERT: Conservative candidate Karol Nawrocki wins Polish presidential election,8,178,24,210,"Jun 2, 2025 · 10:04 AM UTC",87,10,
59,krulbijedame,"W Polsce po wyborach Julki łzy ronią, Nawrocki wygrał, ich serca się gniotą. W padoku łez smutek jak rzeka się przelewa, Rozpacz je ściska, ból w oczach się toczy. Złość w nich kipi, bezsilność je dławi, „Jak to możliwe?” – krzyk w duszy się tli. Marzenia prysły, nadzieja się chwieje, W sercu Julki żal, co jak nóż się w nie wbija. W walizkach pakują swe plany i tęsknoty, Strach je oplata, że wolność im zabrano. W rymach lamentu ich głos się rozchodzi, „Z Polski wyjedziem, bo serce nas zwodzi!” Na forach płaczą, w postach się żalą, Smutek jak chmura ich myśli spowija. W padoku łez, gdzie emocje się kłębią, Julki wciąż pytają: „Gdzie wolność się skryła?” Lecz w głębi duszy, choć ból je przygniata, Iskierka wiary wciąż cicho je oplata. Może w ojczyźnie, wśród rymów i złości, Odrodzi się siła, by walczyć w słabości?",0,1,2,3,"Jun 2, 2025 · 8:50 PM UTC",823,144,
60,WolnoscTV,"Hołownia: ""Jezus Maria! Nawrocki wygrał, ale my musimy wygrać w 2027 z BRAUNAMI I MENTZENAMI tego świata!""",3,24,62,89,"Jun 3, 2025 · 11:30 AM UTC",106,17,
61,Inevitablewest,"Polish President Nawrocki: ""My Poland is a Poland where instead of migrant integration centres, there’s deportation centres for those who want to destroy our country!"" Poland is in safe hands.",426,11872,908,13206,"Jun 2, 2025 · 5:05 PM UTC",192,30,
62,grzegorz3go,"Nie docenia Pan sam siebie. Pana wystąpienie nie tylko trafiło do młodego pokolenia. Pana wystąpienie poruszyło również Pana rówieśników, bo wielu przypomniało że tak naprawdę byli jak Nawrocki. salon24.pl/u/qqc1968/1446906…",0,51,14,65,"Jun 2, 2025 · 7:59 PM UTC",224,29,
63,RepublikaTV,Karol Nawrocki odpowiedział na wpis Donalda Trumpa. Padły ważne słowa! #włączprawdę #TVRepublika tvrepublika.pl/Swiat/Nawrock…,0,8,2,10,"Jun 3, 2025 · 11:56 AM UTC",126,13,
64,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,23,575,79,677,"Jun 3, 2025 · 11:57 AM UTC",162,24,
65,CilComLFC,"Poland’s new President Karol Nawrocki: - Described as patriotic, pro-Christian and supportive of Donald Trump. - Opposes abortion and same-sex marriage. - Opposes the sexualization of children by LGBT groups. - Plans to build Deportation Centres. Poland has been SAVED!",30,1078,172,1280,"Jun 2, 2025 · 7:48 PM UTC",269,40,
66,uOSIu77,"Jeszcze na żaden polski prezydent nie miał zarzutów takiego kalibru jak Nawrocki. Myślę że obce służby mają ubaw, a haki im same wpadają w ręce",0,0,0,0,"Jun 3, 2025 · 1:00 PM UTC",143,25,
67,Monika_is_His,The conservative candidate for President in Poland has won the election. Karol Nawrocki is Roman Catholic who has promoted a return to traditional Polish culture and values.,0,9,1,10,"Jun 2, 2025 · 3:15 AM UTC",173,27,
68,hermanntertsch,"Los lloriqueos de los medios europeos y especialmente de los alemanes por el gran triunfo de la voluntad democrática y soberanista de los polacos en su elección del presidente Nawrocki y rechazo a la mascota de Bruselas y Berlín, Trzsakowski, revelan lo mucho que les duele a los enemigos de la libertad los irresistibles avances de las fuerzas soberanistas, patriotas y conservadoras.",2,444,23,469,"Jun 2, 2025 · 3:02 PM UTC",385,62,
69,ThanhLa25931971,"Người đứng đầu EU Leyen được cho là đang ""hoảng Loạn"" .sau khi, ứng cử viên theo ch/nghĩa d/tộc cánh hữu Karod Nawrocki , giành chiến thắng trong cuộc bầu cử TT Ba Lan. Bà coi ch/thắng của ông là một ""mối đe doạ ""với sự ổn định của liên minh Âu Châu.",0,0,0,0,"Jun 3, 2025 · 1:00 PM UTC",250,53,
70,SkarbimirPieta,Dlaczego Nawrocki w dniu 8.05 jak wyszły syfy nie złożył sprawy w trybie wyborczym??? Miał czas. Miałby czyste konto. Jednak on wie że to wszystko prawda. Myślę że na tym zakończymy dyskusję. Pozdrawiam,0,0,0,0,"Jun 3, 2025 · 1:00 PM UTC",202,33,
71,niezaleznapl,"WŁAŚNIE TERAZ: Pierwsza korespondencja z Zełenskim. Nawrocki podniósł ""zaległe problemy historyczne"". Szczegóły na niezalezna.pl niezalezna.pl/polityka/pierw…",0,1,0,1,"Jun 3, 2025 · 12:50 PM UTC",158,15,
72,latercera,Trump felicita al nacionalista Nawrocki tras su victoria en elecciones presidenciales de Polonia latercera.com/mundo/noticia/…,0,0,0,0,"Jun 3, 2025 · 1:00 PM UTC",126,14,
73,Load newest,Brak treści,0,0,0,0,,11,2,
74,KacprzakAr74464,Ruskim jakość dziwnie podoba się Nawrocki.,0,0,0,0,"Jun 3, 2025 · 12:59 PM UTC",42,6,
75,patgill69033215,Conservative Nawrocki Wins Polish Presidential Election in Major Upset Against Globalist Warsaw Mayor breitbart.com/europe/2025/06… Pro Trump Candidate !,0,0,0,0,"Jun 3, 2025 · 12:59 PM UTC",153,18,
76,AdamMoczar,"Polish conservative walks across debate stage to his liberal opponent, places an LGBT flag on his podium and says “Here, here is your flag” This great patriot is Karol Nawrocki, elected president of Poland. 🥳",64,1679,191,1934,"Jun 2, 2025 · 6:49 PM UTC",208,35,
77,LaurentSegnis,"« Une Europe respectueuse de l’État de droit » : Emmanuel Macron adresse un message clair au nouveau président polonais Le message de Paris à Varsovie est clair. Ce lundi, @EmmanuelMacron et Jean-Noël Barrot ont tous les deux félicité le nouveau président polonais Karl Nawrocki, tout en appelant le dirigeant nationaliste à collaborer avec ses voisins européens dans le respect de l’État de droit. leparisien.fr/international/…",1,46,4,51,"Jun 2, 2025 · 6:36 PM UTC",428,65,
78,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,23,576,80,679,"Jun 3, 2025 · 11:57 AM UTC",162,24,
79,CNEWS,"«Félicitations à la Pologne, vous avez choisi un gagnant !» : Donald Trump salue la victoire du nationaliste Karol Nawrocki à la présidence du pays cnews.fr/monde/2025-06-03/fe…",5,122,9,136,"Jun 3, 2025 · 7:16 AM UTC",177,26,
80,H050322,Pan Jerzy to teraz będzie miał luksus. Pewnie dr Nawrocki weźmie go do Pałacu...,2,35,15,52,"Jun 3, 2025 · 11:00 AM UTC",80,14,
81,cpt_davidov,Karol Nawrocki maczał palce w sprawie Manfrediego i Johnsona,8,358,32,398,"Jun 2, 2025 · 8:31 PM UTC",60,9,
82,Monika_TeoriaZ,"Nie wolno pisać, że Nawrocki jest prezydentem PiS. To jest prezydent PiS i Konfederacji. To ci ludzie upokorzyli Polskę i Polaków na arenie krajowej i międzynarodowej. I przestańmy się bawić w konwenanse!",5,121,6,132,"Jun 3, 2025 · 4:41 AM UTC",204,32,
83,Robert06270082,Nie. On nie robi z siebie idioty. On celowo i świadomie kłamie i manipuluje. I dzięki takiemu jak on oraz bierności służb informacyjnych @KPRM_CIR będzie dalej to robić. To m. in. dzięki niemu wygrał Nawrocki a za chwilę upadnie obecny rząd,0,11,3,14,"Jun 3, 2025 · 10:39 AM UTC",240,41,
84,CilComLFC,"Poland’s new President Karol Nawrocki: - Described as patriotic, pro-Christian and supportive of Donald Trump. - Opposes abortion and same-sex marriage. - Opposes the sexualization of children by LGBT groups. - Plans to build Deportation Centres. Poland has been SAVED!",30,1078,172,1280,"Jun 2, 2025 · 7:48 PM UTC",269,40,
85,WelatInfo,infowelat.com/hilbijartina-p… Namzetê mihefezakar-netewperest Karol Nawrocki di hilbijartina serokatîa Polonyayê de bi ser ket. Serkeftina Nawrocki tirsa restorasyona polîtîk a li Polonyayê xist dilê Yekitîya Ewrûpayê. #Poland #KarolNawrocki #Polonya #Polîtîka,0,0,0,0,"Jun 3, 2025 · 8:48 AM UTC",260,29,
86,rrad907,"PILNE: Nowy prezydent Polski, Karol Nawrocki, domaga się, by Ursula i UE szanowały suwerenność państw europejskich oraz wartości chrześcijańskie. Polska prowadzi z pierwszego szeregu.",0,2,0,2,"Jun 3, 2025 · 12:01 PM UTC",183,24,
87,DolinaRoztoki,Jakby komuś do głowy przychodziły myśli w stylu: dajmy szansę nowemu prezydentowi. Niech dokładnie proprzegląda co jego zaplecze pisało nas w kampanii. #Nawrocki,2,21,5,28,"Jun 3, 2025 · 9:15 AM UTC",161,23,
88,myslozbir,W moim regionie prawie 80% mieszkańców głosowało na #Nawrocki Wygraliśmy!,7,590,225,822,"Jun 2, 2025 · 8:57 AM UTC",73,10,
89,Inevitablewest,BREAKING: New Polish President Karol Nawrocki demands Ursula & the EU respects European nations sovereignty and Christian values Poland is leading from the front.,23,577,80,680,"Jun 3, 2025 · 11:57 AM UTC",162,24,
90,Inevitablewest,"Polish President Nawrocki: ""My Poland is a Poland where instead of migrant integration centres, there’s deportation centres for those who want to destroy our country!"" Poland is in safe hands.",426,11873,909,13208,"Jun 2, 2025 · 5:05 PM UTC",192,30,
91,JCharrasqueado_,"“No podemos retirar las cruces de las oficinas polacas”. - Karol Nawrocki, nuevo presidente de Polonia",0,33,1,34,"Jun 2, 2025 · 11:46 PM UTC",102,16,
92,_mkonieczny,"Chorzowska estakada została zamknięta, bo grozi zawaleniem. Jak do tego doszło? Doskonale wiadomo! Chorzów płaci cenę za to, że @Platforma_org jak to Platforma obiecała budowę obwodnicy i nie zrobiła nic, a potem wielkie zdziwko, że Nawrocki wygrywa wybory. @RazemSlask",2,60,22,84,"Jun 3, 2025 · 11:04 AM UTC",269,39,
93,Magdale87001838,Prezydenci według wieku: Kwaśniewski - 41 lat Nawrocki - 42 lata Duda - 43 lata Wałęsa - 47 lat 2-godzinny Trzaskowski - 53 lata Kaczyński - 56 lat Komorowski - 58 lat,0,0,0,0,"Jun 3, 2025 · 1:00 PM UTC",167,32,
94,grzeszua,Jakie centra integracji? To jednak Nawrocki kłamał ?,0,0,0,0,"Jun 3, 2025 · 1:00 PM UTC",52,8,
95,KyivPost,Duda plans to speak with newly elected Polish President Karol Nawrocki about his opposition to Ukraine’s accession to NATO and the EU — LRT,0,2,1,3,"Jun 3, 2025 · 12:53 PM UTC",139,24,
96,laderechadiario,"| El historiador de extrema derecha anticomunista, Karol Nawrocki, amigo de Donald Trump, se impuso como Presidente de Polonia con el 50,7% de los votos, en una de las elecciones más peleadas de la historia del país. derechadiario.com.ar/interna…",0,21,8,29,"Jun 3, 2025 · 11:00 AM UTC",246,38,
97,IonCristoiu,"O minciunică a lui Nicușor Dan, care, nefiind bărbat de stat, nu spune minciuni, ci minciunele La Vilnius, pentru a ieși din încurcătura susținerii contracandiatului lui Nawrocki, Nicușor Dan a susținut că în campania de la noi, el a fost antirus, în timp ce Geroge Simion a fost prorus. O minciună sau mai bine zis o mincicunică. Între cele două tururi nu s-a discutat relația cu Federația Rusă, dat fiind că Nicușor Danș era suspectat de a fi omul rușilor. Televizunile Sistemului l-au scutit de un moment penibil S-a discutat ceea ce s-a discutat și în Polonia: Relația cu UE.",0,51,14,65,"Jun 3, 2025 · 9:44 AM UTC",579,100,
98,AdamMoczar,"Polish conservative walks across debate stage to his liberal opponent, places an LGBT flag on his podium and says “Here, here is your flag” This great patriot is Karol Nawrocki, elected president of Poland. 🥳",64,1679,191,1934,"Jun 2, 2025 · 6:49 PM UTC",208,35,
99,krulbijedame,"W Polsce po wyborach Julki łzy ronią, Nawrocki wygrał, ich serca się gniotą. W padoku łez smutek jak rzeka się przelewa, Rozpacz je ściska, ból w oczach się toczy. Złość w nich kipi, bezsilność je dławi, „Jak to możliwe?” – krzyk w duszy się tli. Marzenia prysły, nadzieja się chwieje, W sercu Julki żal, co jak nóż się w nie wbija. W walizkach pakują swe plany i tęsknoty, Strach je oplata, że wolność im zabrano. W rymach lamentu ich głos się rozchodzi, „Z Polski wyjedziem, bo serce nas zwodzi!” Na forach płaczą, w postach się żalą, Smutek jak chmura ich myśli spowija. W padoku łez, gdzie emocje się kłębią, Julki wciąż pytają: „Gdzie wolność się skryła?” Lecz w głębi duszy, choć ból je przygniata, Iskierka wiary wciąż cicho je oplata. Może w ojczyźnie, wśród rymów i złości, Odrodzi się siła, by walczyć w słabości?",0,1,2,3,"Jun 2, 2025 · 8:50 PM UTC",823,144,
100,WolnoscTV,"Hołownia: ""Jezus Maria! Nawrocki wygrał, ale my musimy wygrać w 2027 z BRAUNAMI I MENTZENAMI tego świata!""",3,24,62,89,"Jun 3, 2025 · 11:30 AM UTC",106,17,
101,grzegorz3go,"Nie docenia Pan sam siebie. Pana wystąpienie nie tylko trafiło do młodego pokolenia. Pana wystąpienie poruszyło również Pana rówieśników, bo wielu przypomniało że tak naprawdę byli jak Nawrocki. salon24.pl/u/qqc1968/1446906…",0,51,14,65,"Jun 2, 2025 · 7:59 PM UTC",224,29,
